A1,166512197635 ,1950,7150
B1,166512197650 ,3250,7150
C1,166512197665 ,4550,7150
D1,166512197680 ,5850,7150
E1,166512197695 ,7150,7150
F1,1665121976110 ,8450,7150
G1,1665121976140 ,8650,7150
H1,1665121976125 ,9750,7150
A2,166512197636 ,1950,5850
B2,166512197651 ,3250,5850
C2,166512197666 ,4550,5850
D2,166512197681 ,5850,5850
E2,166512197696 ,7150,5850
F2,1665121976111 ,8450,5850
G2,1665121976141 ,8650,5850
H2,1665121976126 ,9750,5850
Charge,166512197697 ,7150,4550
